ESCOURI,ID,UUID,ORIGINUUID,CODE,PREFERREDLABEL,ALTLABELS,DESCRIPTION,SCOPENOTE
http://data.europa.eu/esco/isced-f/00,key_620,,,,generic programmes and qualifications,,"Generic programmes and qualifications are those providing fundamental and personal skills education which cover a broad range of subjects and do not emphasise or specialise in a particular broad or narrow field.
This broad field should not be used as a residual category. Programmes and qualifications with a specific subject emphasis should be classified in broad fields 01 to 10. In particular, education at the tertiary level should only by way of exception be classified here.",
http://data.europa.eu/esco/isced-f/000,key_621,,,,generic programmes and qualifications not further defined,,,
http://data.europa.eu/esco/isced-f/0000,key_622,,,,generic programmes and qualifications not further defined,,,
http://data.europa.eu/esco/isced-f/001,key_623,,,,basic programmes and qualifications,,,
http://data.europa.eu/esco/isced-f/0011,key_624,,,,basic programmes and qualifications,,"Basic programmes and qualifications are designed to provide participants with fundamental skills in reading, writing and arithmetic along with an elementary understanding of other subjects such as history, geography, natural science, social science, art and music, and in some cases religious instruction. These programmes and qualifications are normally offered at primary and lower secondary levels. Broad, non-specialised programmes at upper secondary level are also classified here even if there is some concentration on, for example, humanities, social science, natural science etc. Vocational programmes and qualifications are included here only by way of exception.
Programmes and qualifications with the following main subject content are classified here:
Basic programmes and qualifications
Broad, generic (non-specialised) programmes and qualifications
General programmes and qualifications with no specific subject emphasis
Programmes and qualifications at primary level

=== Inclusions
Basic programmes and qualifications at upper secondary level (in some countries at lower secondary level) with some emphasis on e.g. humanities, social sciences or natural sciences but still covering other fields of knowledge are included in this detailed field. In some countries such programmes or qualifications are offered on a modular basis and should also be classified here.

=== Exclusions
Programmes that are considered as general in the programme orientation sense (non-vocational) but have a clear emphasis on a detailed, narrow or broad field are excluded from this detailed field and included in one of the broad fields 01-10, depending on the subject covered.",
http://data.europa.eu/esco/isced-f/002,key_625,,,,literacy and numeracy,,,
http://data.europa.eu/esco/isced-f/0021,key_626,,,,literacy and numeracy,,"Literacy and numeracy are programmes or qualifications arranged mainly for adults, designed to teach fundamental skills in reading, writing and arithmetic. The typical age range of participants can be used to distinguish between detailed field 0011 'Basic programmes and qualifications' and this detailed field.
Programmes and qualifications with the following main content are classified here:
Basic remedial programmes for youth or adults
Literacy
Numeracy",
http://data.europa.eu/esco/isced-f/003,key_627,,,,personal skills and development,,,
http://data.europa.eu/esco/isced-f/0031,key_628,,,,personal skills and development,,"Personal skills are defined by reference to the effects on the individual's capacity (mental, social etc.). This detailed field covers personal skills programmes not included in 0011 'Basic programmes and qualifications' or 0021 'Literacy and numeracy', giving key competencies and transferable skills.
Programmes and qualifications with the following main content are classified here:
Argumentation and presentation
Assertiveness training
Communication skills
Co-operation
Development of behavioural capacities
Development of mental skills
Job-seeking programmes
Parenting courses
Public speaking
Self-esteem skills
Social competence
Time management

=== Inclusions
Education and training in leadership in the context of personal development is included here.
Education and training related to the work place or to work assignments is included in this detailed field if it has more to do with personal development than work development. Personal skills courses can be taught at the workplace, but still be classified here based on their content.
Programmes for people with special needs on how to cope with their daily life are included here

=== Exclusions
Study of leadership in the context of management is excluded from this group and included in detailed field 0413 'Management and administration'.",
http://data.europa.eu/esco/isced-f/009,key_629,,,,generic programmes and qualifications not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/0099,key_630,,,,generic programmes and qualifications not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/01,key_631,,,,education,,,
http://data.europa.eu/esco/isced-f/011,key_632,,,,education,,,
http://data.europa.eu/esco/isced-f/0110,key_633,,,,education not further defined,,,
http://data.europa.eu/esco/isced-f/0111,key_634,,,,education science,,"Education science is the study of the learning process and the theories, methods and techniques of imparting knowledge to others.
Programmes and qualifications with the following main content are classified here:
Curriculum studies
Didactics
Educational assessment, testing and measurement
Educational evaluation and research
Paedagogical sciences

=== Exclusions
Teacher training programmes which combine education science with the practice of teaching are excluded from this detailed field and included in one of the detailed fields for teacher training (0112-0114).",
http://data.europa.eu/esco/isced-f/0112,key_635,,,,training for pre-school teachers,,"Training for pre-school teachers is the study of the theories, methods and practice of teaching very young children up to 7 years of age within formal school settings at pre-primary or early childhood educational development levels.
Programmes and qualifications with the following main content are classified here:
Early childhood teaching (within formal school settings)
Pre-primary teacher training

=== Exclusions
Training in caring for children outside formal school settings is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.",
http://data.europa.eu/esco/isced-f/0113,key_636,,,,teacher training without subject specialisation,,"Training for teachers without subject specialisation is the study of the theories, methods and practice of providing children between approximately 5 and 15 years of age with the fundamental skills in reading, writing and mathematics along with an elementary understanding of other subjects such as history, geography, social science etc. and laying the foundation for lifelong learning. Subject specialisation is stressed less than in detailed field 0114 'Teacher training with subject specialisation'. The study of teaching children with special needs is included in this detailed field, likewise the study of teaching adults fundamental reading and writing skills and teaching immigrants these types of skills in their home or first language.
Programmes and qualifications with the following main content are classified here:
Class teacher training
Indigenous teacher training
Primary teaching
Teacher training for children with special needs

=== Inclusions
The study of teaching adults basic literacy and numeracy skills is included here. Teacher's aide (teaching assistant) is also included here.

=== Exclusions
Teacher training with subject specialisation even if intended for the teaching of children in primary or lower secondary education is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.",
http://data.europa.eu/esco/isced-f/0114,key_637,,,,teacher training with subject specialisation,,"Teacher training with subject specialisation is the study of the theories, methods and practice of teaching a specific subject, mostly at secondary or higher levels of education. Programmes and qualifications included in this detailed field often comprise both studies as well as the subject/subjects that are going to be taught.
Programmes and qualifications with the following main content are classified here:
Teacher training - arts and crafts
Teacher training - commercial subjects
Teacher training - music
Teacher training - nursing
Teacher training - physical training
Teacher training - second languages
Teacher training - specific theoretical subjects, e.g. English, mathematics, history
Teacher training - technical subjects
Teacher training - vocational subjects
Training of driving instructors
Training of trainers

=== Inclusions
Teacher training courses for university teachers, instructors of work place and working life skills and in practical and artistic subjects are included here.

=== Exclusions
Training of sports trainers is excluded from this detailed field and included in detailed field 1014 'Sports'.",
http://data.europa.eu/esco/isced-f/0119,key_638,,,,education not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/018,key_639,,,,inter-disciplinary programmes and qualifications involving education,,,
http://data.europa.eu/esco/isced-f/0188,key_640,,,,inter-disciplinary programmes and qualifications involving education,,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to education are classified here.,
http://data.europa.eu/esco/isced-f/02,key_641,,,,arts and humanities,,,
http://data.europa.eu/esco/isced-f/020,key_642,,,,arts and humanities not further defined,,,
http://data.europa.eu/esco/isced-f/0200,key_643,,,,arts and humanities not further defined,,,
http://data.europa.eu/esco/isced-f/021,key_644,,,,arts,,,
http://data.europa.eu/esco/isced-f/0210,key_645,,,,arts not further defined,,,
http://data.europa.eu/esco/isced-f/0211,key_646,,,,audio-visual techniques and media production,,"Audio-visual techniques and media production is the study of techniques and skills to produce books or newspapers, radio or TV production, film or video production, recorded music production and graphic reproduction. It includes programmes and qualifications in methods of colour reproduction, photography and computer graphics. Study of combining pictures, words and decorations in the production of books, magazines, posters, adverts etc. is also included.
Programmes and qualifications with the following main content are classified here:
Animation
Bookbinding
Camera operating
Compositing (printing)
Computer game production
Computer type-setting
Film and video production
Graphic design
Graphic reproduction
Illustration
Interactive media design
Media techniques
Multimedia production
Photography
Pre-press operations
Print finishing and binding
Printing
Publishing design, lay-out
Radio and TV production
Recorded music production
Sound techniques
Type-setting

=== Inclusions
Desktop publishing and lay-out are included here.

=== Exclusions
Programmes and qualifications in the use of specific software applications for desktop publishing and website development are excluded from this detailed field and included in detailed field 0611 'Computer use'.
Study of journalism (wording and content of messages) is excluded from this detailed field and included in detailed field 0321 'Journalism and reporting'.",
http://data.europa.eu/esco/isced-f/0212,key_647,,,,"fashion, interior and industrial design",,"Fashion, interior and industrial design is the study of creatively combining line, form and fabric in designing and constructing e.g. fashion garments, industrial products and interiors.
Programmes and qualifications with the following main content are classified here:
Costume design
Design of industrial products
Fashion design
Interior architecture
Interior design
Stage designing
Window dressing

=== Exclusions
Study of Building design is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
Study of Industrial design is excluded from this detailed field if emphasis is given to technical subjects and not to artistic design, and included in the appropriate detailed field under 071 'Engineering and engineering trades'.
Publishing design and graphic design are excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.",
http://data.europa.eu/esco/isced-f/0213,key_648,,,,fine arts,,"Fine arts is the study of visual forms of creative expression, dealing with theory, history, techniques, performance and production in fine arts.
Programmes and qualifications with the following main content are classified here:
Art theory
Calligraphy
Etching
Fine art printmaking
History of art
Painting
Philosophy of art
Sculpture

=== Exclusions
Training in ceramics, pottery etc is excluded from this detailed field and included in detailed field 0214 'Handicrafts'.
Study of architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.
Teacher training in arts is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.",
http://data.europa.eu/esco/isced-f/0214,key_649,,,,handicrafts,,"Handicrafts is the study of techniques and skills in a chosen craft, such as jewellery, pottery, weaving, woodcarving etc.
Programmes and qualifications with the following main content are classified here:
Ceramics
Crafts, folk arts and artisan
Decorative metal crafts
Indigenous crafts
Embroidery
Floristry (flower arranging)
Glass arts and craft
Goldsmithing
Jewellery
Making of musical instruments (not industrial)
Musical instruments (repairing and tuning)
Silversmithing
Stone carving (craft)
Weaving (craft)
Woodcarving

=== Exclusions
Study of industrial (large scaled mechanised) production of pottery, woven materials, embroidery etc. is excluded from this field and included in one of the detailed fields under broad field 07 'Engineering, manufacturing and construction'.",
http://data.europa.eu/esco/isced-f/0215,key_650,,,,music and performing arts,,"Music and performing arts is the study of the principles and techniques associated with performance involving music, speech, movement, mime, characterisation, improvisation and stage craft.
Programmes and qualifications with the following main content are classified here:
Acting and directing
Ballet
Choreography
Circus
Composition (music)
Conducting (music)
Creative and performance art
Dance
Drama
History of film and theatre
History of music
Music
Music conducting
Musicology
Theatre/Theatre sciences

=== Inclusions
Study of music and performing arts history and theory is included here.

=== Exclusions
Teacher training in music and other performing arts is excluded from this detailed field and included in detailed field 0114 'Teacher training with subject specialisation'.
022 Humanities (except languages)",
http://data.europa.eu/esco/isced-f/0219,key_651,,,,arts not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/022,key_652,,,,humanities (except languages),,,
http://data.europa.eu/esco/isced-f/0220,key_653,,,,humanities (except languages) not further defined,,,
http://data.europa.eu/esco/isced-f/0221,key_654,,,,religion and theology,,"Religion and theology is the study of religious beliefs, concepts, symbols, expressions and texts of spirituality.
Programmes and qualifications with the following main content are classified here:
Religious history
Study of sacred books
Study of different religions
Theology

=== Inclusions
Included in this detailed field are programmes for children and young people, usually given in religious schools or seminars, in monasteries etc., aiming to develop an interest in the tenets of their religion and sufficient familiarity with its philosophy to assist in the propagation of their faith.

=== Exclusions
Basic programmes given in religious schools, seminars etc. containing religious instruction but not emphasising it or leading to a religious vocation, are excluded from this detailed field and included in 0011 'Basic programmes and qualifications'. Islamic sharia programmes and qualifications are excluded from this detailed field and included in detailed field 0421 'Law'.",
http://data.europa.eu/esco/isced-f/0222,key_655,,,,history and archaeology,,"History is the study of past events, especially the political, social and economic development of a country, a continent or the world. History of medicine is classified here, likewise the study of history of science and ideas. Archaeology is the study of ancient civilisations by scientific analysis of what is found in the ground.
Programmes and qualifications with the following main content are classified here:
Archaeology
Cultural history
Folklore studies
History
History of literature
History of medicine
History of science and ideas
History of technology

=== Inclusions
Restoration and preservation of artistic heritage are included here.

=== Exclusions
Study of literature combined with study of a specific language is excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.
Study of classical languages (Latin etc.) is excluded from this detailed field and included in detailed field 0231 'Language acquisition'.
Study of History of art is excluded from this detailed field and included in detailed field 0213 'Fine arts'.
Study of Music and performing arts history is excluded from this detailed field and included in detailed field 0215 'Music and performing arts'.
Study of Economic history/history of economics is excluded from this detailed field and included in detailed field 0311 'Economics'.",
http://data.europa.eu/esco/isced-f/0223,key_656,,,,philosophy and ethics,,"Philosophy and ethics is the study of philosophy, ethics and related subjects dealing with the conception of life.
Programmes and qualifications with the following main content are classified here:
Ethics
Logic
Morals
Philosophy

=== Exclusions
Study of religion is excluded from this detailed field and included in detailed field 0221 'Religion'.
Study of Philosophy of arts is excluded from this detailed field and is included in detailed field 0213 'Fine arts'",
http://data.europa.eu/esco/isced-f/0228,key_657,,,,inter-disciplinary programmes and qualifications involving humanities,,,
http://data.europa.eu/esco/isced-f/0229,key_658,,,,humanities (except languages) not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/023,key_659,,,,languages,,,
http://data.europa.eu/esco/isced-f/0230,key_660,,,,languages not further defined,,,
http://data.europa.eu/esco/isced-f/0231,key_661,,,,language acquisition,,"Language acquisition is the study of the structure and composition of languages taught as second or foreign languages (i.e. that are intended for non-native or non-fluent speakers of the language). It includes the study of related cultures, literature, linguistics and phonetics if related to the specific language being acquired and forms part of the same programme or qualification. Classical or dead languages are included here as it is assumed there are no native speakers of the language and hence the manner of teaching and the content of the curriculum are more similar to the teaching of foreign languages.
Programmes and qualifications with the following main content are classified here:
Classical languages
Exogenous languages
Foreign languages
Interpretation
Phonetics
Second languages, for example English as a second language
Sign language
Sign language interpreting
Translation

=== Inclusions:
Language and linguistics studies are included here if the linguistics are related to a specific language or languages being acquired and forming part of the same programme or qualification. Translation and interpretation are included here.

=== Exclusions:
The study of the mother tongue or first language (i.e. that are intended for native, fluent or competent speakers of the language), even if this language is not a national language of the country of study (e.g. programmes for immigrants learning their mother tongue) are excluded from this detailed field and included in detailed field 0232 'Literature and linguistics'.",
http://data.europa.eu/esco/isced-f/0232,key_662,,,,literature and linguistics,,"Literature and linguistics is here defined as the study of language(s) intended for native, fluent or competent speakers of the language. It includes the study of related literature and linguistics and may or may not include the structure and composition of the language.
Programmes and qualifications with the following main content are classified here:
Creative writing
First language
Indigenous languages
Linguistics
Literature
'Mother tongue' languages
Native first languages

=== Inclusions
Languages taught as the first language ('mother tongue'), even if the language is not the national language of the country of study (e.g. programmes for immigrants in their home or first language) are included here. Local and regional languages are included here if they are first languages spoken by a significant minority in the country and are intended for at least competent speakers of the language.
Study of comparative literature is included here. Study of general linguistics (not related to the study of a particular language) is included here. Study of literature in general (not combined with study of a special language) is included here.

=== Exclusions
Language programmes are excluded from this detailed field if the language is taught as a foreign or a second language, and are then included in 0231 'Language acquisition'.
Programmes in literacy and numeracy are excluded from this detailed field and included in detailed field 0021 'Literacy and numeracy'.
Sign language programmes are excluded from this detailed field and included in detailed field 0231 'Language acquisition'.",
http://data.europa.eu/esco/isced-f/0239,key_663,,,,languages not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/028,key_664,,,,inter-disciplinary programmes and qualifications involving arts and humanities,,,
http://data.europa.eu/esco/isced-f/0288,key_665,,,,inter-disciplinary programmes and qualifications involving arts and humanities,,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to arts and humanities are classified here.,
http://data.europa.eu/esco/isced-f/029,key_666,,,,arts and humanities not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/0299,key_667,,,,arts and humanities not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/03,key_668,,,,"social sciences, journalism and information",,,
http://data.europa.eu/esco/isced-f/030,key_669,,,,"social sciences, journalism and information not further defined",,,
http://data.europa.eu/esco/isced-f/0300,key_670,,,,"social sciences, journalism and information not further defined",,,
http://data.europa.eu/esco/isced-f/031,key_671,,,,social and behavioural sciences,,,
http://data.europa.eu/esco/isced-f/0310,key_672,,,,social and behavioural sciences not further defined,,,
http://data.europa.eu/esco/isced-f/0311,key_673,,,,economics,,"Economics is the study of economic policy, economic theory and economic decisionmaking.
Programmes and qualifications with the following main content are classified here:
Econometrics
Economic history
Economics
Political economics

=== Exclusions
Study of economics where emphasis is given to business studies is excluded from this detailed field and classified under 041 'Business and administration'. Study of home economics is excluded from this detailed field and included in the detailed field 1011 'Domestic services'.",
http://data.europa.eu/esco/isced-f/0312,key_674,,,,political sciences and civics,,"Political sciences and civics is the study of government and political principles or practice. The study of the rights and duties of the citizens are included here.
Programmes and qualifications with the following main content are classified here:
Civics
Human rights
International relations
Peace and conflict studies
Political history
Political science
Public policy studies

=== Exclusions
Study of political economics is excluded from this detailed field and included in the detailed field 0311 'Economics'.",
http://data.europa.eu/esco/isced-f/0313,key_675,,,,psychology,,"Psychology is the study of the human mind and behaviour as a result of individual differences, experience and environment.
Programmes and qualifications with the following main content are classified here:
Cognitive science
Psychoanalysis
Psychology
Psychotherapy",
http://data.europa.eu/esco/isced-f/0314,key_676,,,,sociology and cultural studies,,"Sociology and cultural studies is the study of human beings and the way they behave in groups and in relation to society. The study of ethnology and social anthropology are included here, likewise the study of human and social geography.
Programmes and qualifications with the following main content are classified here:
Criminology
Cultural geography
Cultural studies
Demography/population studies
Ethnology
Gender studies
Social anthropology
Sociology

=== Exclusions
Social welfare where emphasis is given to practical social work is excluded from this detailed field and included in detailed field 0923 'Social work and counselling'.
Physical geography is excluded from this detailed field and included in detailed field 0532 'Earth science'.",
http://data.europa.eu/esco/isced-f/0319,key_677,,,,social and behavioural sciences not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/032,key_678,,,,journalism and information,,,
http://data.europa.eu/esco/isced-f/0320,key_679,,,,journalism and information not further defined,,,
http://data.europa.eu/esco/isced-f/0321,key_680,,,,journalism and reporting,,"Journalism and reporting is the study of the theory and practices of journalism/reporting as part of the field of mass communication. Journalism and reporting is about the wording and content of messages. It comprises news reporting, writing commentaries and feature stories of public interest etc.
Programmes and qualifications with the following main content are classified here:
Broadcast journalism
Editing
Information (wording and content)
Journalism
Mass communication (wording and content)
News reporting

=== Exclusions
Study of techniques for mass communication (e.g. printing and radio/TV production) is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of lay-out and publishing design is excluded from this detailed field and included in detailed field 0211 'Audio-visual techniques and media production'.
Study of public relations is excluded from this detailed field and included in detailed field 0414 'Marketing and advertising'.",
http://data.europa.eu/esco/isced-f/0322,key_681,,,,"library, information and archival studies",,"Library, information and archival studies is the study of the methods of selecting, acquiring, organizing and storing collections of information, and facilitating the use of information. Museum and library studies are included here.
Programmes and qualifications with the following main content are classified here:
Archival sciences
Curatorial studies
Documentation
Information science
Library studies
Museum documentation
Museum studies
Museology

=== Exclusions
Restoration and preservation of artistic heritage are excluded from this field and included in field 0222 'History and archaeology'.",
http://data.europa.eu/esco/isced-f/0329,key_682,,,,journalism and information not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/038,key_683,,,,"inter-disciplinary programmes and qualifications involving social sciences, journalism and information",,,
http://data.europa.eu/esco/isced-f/0388,key_684,,,,"inter-disciplinary programmes and qualifications involving social sciences, journalism and information",,"Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to social sciences, journalism and information are classified here.",
http://data.europa.eu/esco/isced-f/039,key_685,,,,"social sciences, journalism and information not elsewhere classified",,,
http://data.europa.eu/esco/isced-f/0399,key_686,,,,"social sciences, journalism and information not elsewhere classified",,,
http://data.europa.eu/esco/isced-f/04,key_687,,,,"business, administration and law",,,
http://data.europa.eu/esco/isced-f/040,key_688,,,,"business, administration and law not further defined",,,
http://data.europa.eu/esco/isced-f/0400,key_689,,,,"business, administration and law not further defined",,,
http://data.europa.eu/esco/isced-f/041,key_690,,,,business and administration,,,
http://data.europa.eu/esco/isced-f/0410,key_691,,,,business and administration not further defined,,,
http://data.europa.eu/esco/isced-f/0411,key_692,,,,accounting and taxation,,"Accounting and taxation is the study of maintaining, auditing and recording financial transactions.
Programmes and qualifications with the following main content are classified here:
Accounting
Auditing
Bookkeeping
Tax accounting
Tax management

=== Exclusions
Study of tax laws is excluded from this detailed field and included in detailed field 0421 'Law'.",
http://data.europa.eu/esco/isced-f/0412,key_693,,,,"finance, banking and insurance",,"Finance, banking and insurance is the study of planning, directing, organizing and controlling financial activities and services. It includes the control and monitoring of the financial resources of organizations, institutions and individuals, and the provision of financial services at the corporate and individual level.
Programmes and qualifications with the following main content are classified here:
Bank teller studies
Banking and finance
Finance theory
Insurance
Investment analysis
Investments and securities
Pension insurance
Social insurance
Stock-broking

=== Exclusions
Study of actuarial science is excluded from this detailed field and included in detailed field 0542 'Statistics'.",
http://data.europa.eu/esco/isced-f/0413,key_694,,,,management and administration,,"Management and administration is the study of planning, directing and operating the functions and activities of organizations and institutions. Programmes in management also including administration, economics, finance etc. are included here if emphasis is given to management and administration.
Programmes and qualifications with the following main content are classified here:
Administration
Educational management
Employment management
Entrepreneurship
Health administration
Logistic management
Management science
Office management
Organizational theory and behaviour
Personnel administration
Personnel management
'Start your own business' courses
Supply change management
Training management

=== Inclusions:
Study of leadership in the context of management is included here.

=== Exclusions:
Training in leadership in the context of personal development is excluded from this detailed field and included in detailed field 0031 'Personal skills'.
Study of administration in the meaning of office work is excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.",
http://data.europa.eu/esco/isced-f/0414,key_695,,,,marketing and advertising,,"Marketing and advertising is the study of promoting the exchange processes of goods and services between organizations and/or individuals, and the study of consumer behaviour and requirements. It includes the study of the role of product development, pricing, distribution, promotion and sales in order to maximise business performance.
Programmes and qualifications with the following main content are classified here:
Advertising
Consumer behaviour
Market research
Marketing
Merchandising
Public relations",
http://data.europa.eu/esco/isced-f/0415,key_696,,,,secretarial and office work,,"Secretarial and office work is the study of administrative procedures and practices, office technology and clerical, shorthand and keyboard skills. Specialised secretarial programmes (bilingual, medical, law, accounting etc) are included if the programme has secretarial work as its objective, rather than work as specialised assistants.
Programmes and qualifications with the following main content are classified here:
Administrative and secretarial services
Clerical programmes
Data entry
Foreign language secretary programmes
Keyboard skills
Legal secretary programmes
Medical secretary programmes
Operation of office equipment
Receptionist training
Secretarial programmes
Shorthand
Switchboard operating
Typing

=== Inclusions
Broad secretarial programmes comprising among other things computer courses are included here.

=== Exclusions
Separate programmes or qualifications in using a specific computer software are excluded from this detailed field and included under detailed field 0611 'Computer use'.
Office management is excluded from this detailed field and included in detailed field 0413 'Management and administration'.
Hotel receptionist programmes are excluded from this detailed field and included in detailed field 1013 'Hotel, restaurant and catering'.",
http://data.europa.eu/esco/isced-f/0416,key_697,,,,wholesale and retail sales,,"Wholesale and retail sales is the study of buying and selling goods and services, including stock management, pricing practices, loss prevention, sales systems and procedures. It includes the study of the workings and current trends of the wholesale and retail industries. Selling of buildings and properties is also included.
Programmes and qualifications with the following main content are classified here:
Auctioneering
Consumer services
Demonstration techniques
Purchasing
Real-estate business
Retailing
Stock-keeping
Ware-housing
Wholesaling

=== Inclusions
Study of buying and selling buildings and properties is included here.",
http://data.europa.eu/esco/isced-f/0417,key_698,,,,work skills,,"Work skills is the study of the structure and function of working life. It comprises programmes, mainly given as staff training, related to the working place and to work assignments.
Programmes and qualifications with the following main content are classified here:
Clients' needs
Company knowledge
Customer service training
'Introduction to work' courses
Organization at work
Quality assurance
Trade union courses (general)
Work development

=== Inclusions
Staff training related to the work place or work assignments is included here.

=== Exclusions
Training related to the work place or work assignments is excluded from this detailed field if it has more to do with personal development than work development and is included in detailed field 0031 'Personal skills'.
Staff training which can be classified to any other field is excluded from this detailed field and included in the appropriate field (e.g. quality courses should, if technical, be included in the detailed fields under 071 'Engineering and engineering trades'.)
Programmes in work environment should be included in detailed field 1022 'Occupational health and safety'.
Programmes, mostly at tertiary level, dealing with working life in general in terms of the labour market, the social partners, industrial psychology etc. are excluded from this detailed field and included in the detailed fields under 031 'Social and behaviour sciences'.",
http://data.europa.eu/esco/isced-f/0419,key_699,,,,business and administration not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/042,key_700,,,,law,,,
http://data.europa.eu/esco/isced-f/0421,key_701,,,,law,,"Law is the study of the principles and procedures for formally maintaining social order, including training for legal professions such as advocate or training for the judicial bench.
Programmes and qualifications with the following main content are classified here:
Commercial law
Criminal justice studies
History of law
Indigenous law
Jurisprudence
Labour law
Legal practice
Notary/Notary's practise
Paralegal studies

=== Exclusions
Court reporting programmes and legal secretary programmes are excluded from this detailed field and included in detailed field 0415 'Secretarial and office work'.
Police studies are excluded from this detailed field and included in detailed field 1032 'Protection of persons and property'.",
http://data.europa.eu/esco/isced-f/048,key_702,,,,"inter-disciplinary programmes and qualifications involving business, administration and law",,,
http://data.europa.eu/esco/isced-f/0488,key_703,,,,"inter-disciplinary programmes and qualifications involving business, administration and law",,"Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to business, administration and law are classified here.

=== Inclusions
Study of business and administration where emphasis is not given towards any of the detailed fields under 041 is included in this field.

=== Exclusions
Business programmes where emphasis is given to any of the detailed fields under 041 'Business and administration' (management, administration, marketing etc.) should be classified according to the specialisation.",
http://data.europa.eu/esco/isced-f/049,key_704,,,,"business, administration and law not elsewhere classified",,,
http://data.europa.eu/esco/isced-f/0499,key_705,,,,"business, administration and law not elsewhere classified",,,
http://data.europa.eu/esco/isced-f/05,key_706,,,,"natural sciences, mathematics and statistics",,,
http://data.europa.eu/esco/isced-f/050,key_707,,,,"natural sciences, mathematics and statistics not further defined",,,
http://data.europa.eu/esco/isced-f/0500,key_708,,,,"natural sciences, mathematics and statistics not further defined",,,
http://data.europa.eu/esco/isced-f/051,key_709,,,,biological and related sciences,,,
http://data.europa.eu/esco/isced-f/0510,key_710,,,,biological and related sciences not further defined,,,
http://data.europa.eu/esco/isced-f/0511,key_711,,,,biology,,"Biology is the study of the structure, function, reproduction, growth, evolution and behaviour of all living organisms.
Programmes and qualifications with the following main content are classified here:
Biology
Botany
Cell biology
Entomology
Genetics
Mycology
Zoology

=== Exclusions
Study of environmental sciences, which is the study of the relation between living organisms and the environment, is excluded from this detailed field and included in detailed field 0521 'Environmental sciences'. Study of chemical processes in living organisms (biochemistry, toxicology, pharmacology etc.) is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.",
http://data.europa.eu/esco/isced-f/0512,key_712,,,,biochemistry,,"Biochemistry, sometimes called Biological chemistry, is the study of the chemistry of living organisms, including but not limited to, living matter.
Programmes and qualifications with the following main content are classified here:
Biological chemistry
Cell technology
Forensic sciences
Genetic code (DNA, RNA) studies
Genetic engineering
Pharmacology
Tissue culture technology
Toxicology
Virology

=== Inclusions
Biotechnology is included here.",
http://data.europa.eu/esco/isced-f/0519,key_713,,,,biological and related sciences not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/052,key_714,,,,environment,,,
http://data.europa.eu/esco/isced-f/0520,key_715,,,,environment not further defined,,,
http://data.europa.eu/esco/isced-f/0521,key_716,,,,environmental sciences,,"Environmental sciences are the study of organisms in relation to one another and to the environment.
Programmes and qualifications with the following main content are classified here:
Ecology
Environmental science

=== Exclusions
The study of biology and toxicology are excluded from this detailed field and included under narrow field 051 'Biological and related sciences'.",
http://data.europa.eu/esco/isced-f/0522,key_717,,,,natural environments and wildlife,,"Natural environments and wildlife is the study of the relationships between living organisms in natural environments in order to protect nature and wildlife. It includes the study of establishing and maintaining national parks in order to preserve their original natural state.
Programmes and qualifications with the following main content are classified here:
National parks and wildlife management
Nature conservation
Wildlife

=== Exclusions
Study of agriculture, horticulture and forestry are excluded from this detailed field and included in some of the detailed fields under 08 'Agriculture, forestry, fisheries and veterinary'.
Study of hunting and trapping is excluded from this detailed field and included in detailed field 0821 'Forestry'.",
http://data.europa.eu/esco/isced-f/0529,key_718,,,,environment not elsewhere classified,,,
http://data.europa.eu/esco/isced-f/053,key_719,,,,physical sciences,,,
http://data.europa.eu/esco/isced-f/0530,key_720,,,,physical sciences not further defined,,,
http://data.europa.eu/esco/isced-f/0531,key_721,,,,chemistry,,"Chemistry is the study of substances and their elements and how they react when combined.
Programmes and qualifications with the following main content are classified here:
Inorganic chemistry
Organic chemistry
Physical chemistry

=== Exclusions
Biochemistry is excluded from this detailed field and included in detailed field 0512 'Biochemistry'.",
